,Year,County,Property_type,mean_inventory,Median_sales_price,county_ascii,lat,lng
988,2019,Orange,Multi-Family (2-4 Unit),214.09,1298568.18,Orange,33.703,-117.7611
989,2019,Orange,Single Family Residential,5789.09,886366.27,Orange,33.703,-117.7611
990,2019,Orange,Townhouse,546.09,599545,Orange,33.703,-117.7611
991,2020,Orange,All Residential,6661.09,836747.91,Orange,33.703,-117.7611
992,2020,Orange,Condo/Co-op,1927.09,543750,Orange,33.703,-117.7611
993,2020,Orange,Multi-Family (2-4 Unit),181.27,1291659.09,Orange,33.703,-117.7611
994,2020,Orange,Single Family Residential,4089.36,963045.45,Orange,33.703,-117.7611
995,2020,Orange,Townhouse,463.36,641188.64,Orange,33.703,-117.7611
996,2021,Orange,All Residential,4339.55,971136.36,Orange,33.703,-117.7611
997,2021,Orange,Condo/Co-op,1262.36,615113.64,Orange,33.703,-117.7611
998,2021,Orange,Multi-Family (2-4 Unit),153.36,1547483.45,Orange,33.703,-117.7611
999,2021,Orange,Single Family Residential,2648.45,1165113.64,Orange,33.703,-117.7611
1000,2021,Orange,Townhouse,275.36,748863.64,Orange,33.703,-117.7611
1001,2022,Orange,All Residential,4394,1958000,Orange,33.703,-117.7611
1002,2022,Orange,Condo/Co-op,1316,1269000,Orange,33.703,-117.7611
1003,2022,Orange,Multi-Family (2-4 Unit),206,3060000,Orange,33.703,-117.7611
1004,2022,Orange,Single Family Residential,2594,2420000,Orange,33.703,-117.7611
1005,2022,Orange,Townhouse,278,1541250,Orange,33.703,-117.7611
1006,2012,Placer,All Residential,1757.18,303245.45,Placer,39.0635,-120.7175
1007,2012,Placer,Condo/Co-op,213.82,172372.64,Placer,39.0635,-120.7175
1008,2012,Placer,Multi-Family (2-4 Unit),14.1,218075,Placer,39.0635,-120.7175
1009,2012,Placer,Single Family Residential,1526.91,309184.09,Placer,39.0635,-120.7175
1010,2012,Placer,Townhouse,2.4,165650,Placer,39.0635,-120.7175
1011,2013,Placer,All Residential,1492.73,373269.32,Placer,39.0635,-120.7175
1012,2013,Placer,Condo/Co-op,189.82,228639.5,Placer,39.0635,-120.7175
1013,2013,Placer,Multi-Family (2-4 Unit),19.09,290553,Placer,39.0635,-120.7175
1014,2013,Placer,Single Family Residential,1281.82,382338.95,Placer,39.0635,-120.7175
1015,2013,Placer,Townhouse,2.71,164178.57,Placer,39.0635,-120.7175
1016,2014,Placer,All Residential,1928.45,407255.45,Placer,39.0635,-120.7175
1017,2014,Placer,Condo/Co-op,203.73,240431.82,Placer,39.0635,-120.7175
1018,2014,Placer,Multi-Family (2-4 Unit),23.8,274655,Placer,39.0635,-120.7175
1019,2014,Placer,Single Family Residential,1699.45,414931.82,Placer,39.0635,-120.7175
1020,2014,Placer,Townhouse,2,243750,Placer,39.0635,-120.7175
1021,2015,Placer,All Residential,1860,421572.64,Placer,39.0635,-120.7175
1022,2015,Placer,Condo/Co-op,226.45,244954.55,Placer,39.0635,-120.7175
1023,2015,Placer,Multi-Family (2-4 Unit),18.55,333494.95,Placer,39.0635,-120.7175
1024,2015,Placer,Single Family Residential,1612.64,430642.27,Placer,39.0635,-120.7175
1025,2015,Placer,Townhouse,2.25,218812.5,Placer,39.0635,-120.7175
1026,2016,Placer,All Residential,1701.27,459993.14,Placer,39.0635,-120.7175
1027,2016,Placer,Condo/Co-op,224.64,278318.18,Placer,39.0635,-120.7175
1028,2016,Placer,Multi-Family (2-4 Unit),15.18,365075,Placer,39.0635,-120.7175
1029,2016,Placer,Single Family Residential,1459.82,468925.18,Placer,39.0635,-120.7175
1030,2016,Placer,Townhouse,1.67,306083.33,Placer,39.0635,-120.7175
1031,2017,Placer,All Residential,1447.91,489340.91,Placer,39.0635,-120.7175
1032,2017,Placer,Condo/Co-op,169.36,317981.82,Placer,39.0635,-120.7175
1033,2017,Placer,Multi-Family (2-4 Unit),12,424272.73,Placer,39.0635,-120.7175
1034,2017,Placer,Single Family Residential,1264.18,497522.73,Placer,39.0635,-120.7175
1035,2017,Placer,Townhouse,2.75,302798.31,Placer,39.0635,-120.7175
1036,2018,Placer,All Residential,1511.09,520187.73,Placer,39.0635,-120.7175
1037,2018,Placer,Condo/Co-op,164.73,342777.27,Placer,39.0635,-120.7175
1038,2018,Placer,Multi-Family (2-4 Unit),17.73,446876.36,Placer,39.0635,-120.7175
1039,2018,Placer,Single Family Residential,1325.73,533956.86,Placer,39.0635,-120.7175
1040,2018,Placer,Townhouse,3.33,366111.11,Placer,39.0635,-120.7175
1041,2019,Placer,All Residential,1537,539681.82,Placer,39.0635,-120.7175
1042,2019,Placer,Condo/Co-op,142.55,354477.27,Placer,39.0635,-120.7175
1043,2019,Placer,Multi-Family (2-4 Unit),14.91,529272.73,Placer,39.0635,-120.7175
1044,2019,Placer,Single Family Residential,1376.45,549877.36,Placer,39.0635,-120.7175
1045,2019,Placer,Townhouse,3.2,406575,Placer,39.0635,-120.7175
1046,2020,Placer,All Residential,1109.36,577772.27,Placer,39.0635,-120.7175
1047,2020,Placer,Condo/Co-op,136.55,387909.09,Placer,39.0635,-120.7175
1048,2020,Placer,Multi-Family (2-4 Unit),15.7,524920,Placer,39.0635,-120.7175
1049,2020,Placer,Single Family Residential,955.27,588818.18,Placer,39.0635,-120.7175
1050,2020,Placer,Townhouse,2.44,322944.44,Placer,39.0635,-120.7175
1051,2021,Placer,All Residential,687.91,694662.23,Placer,39.0635,-120.7175
1052,2021,Placer,Condo/Co-op,74.73,460954.55,Placer,39.0635,-120.7175
1053,2021,Placer,Multi-Family (2-4 Unit),25.18,709000,Placer,39.0635,-120.7175
1054,2021,Placer,Single Family Residential,585.91,705363.64,Placer,39.0635,-120.7175
1055,2021,Placer,Townhouse,2.2,451932.1,Placer,39.0635,-120.7175
1056,2022,Placer,All Residential,834,1346250,Placer,39.0635,-120.7175
1057,2022,Placer,Condo/Co-op,76,876000,Placer,39.0635,-120.7175
1058,2022,Placer,Multi-Family (2-4 Unit),36,1772500,Placer,39.0635,-120.7175
1059,2022,Placer,Single Family Residential,719,1365464,Placer,39.0635,-120.7175
1060,2022,Placer,Townhouse,3,932500,Placer,39.0635,-120.7175
1061,2012,Riverside,All Residential,8471.1,225800,Riverside,33.7437,-115.9938
1062,2012,Riverside,Condo/Co-op,1345.2,166062.5,Riverside,33.7437,-115.9938
1063,2012,Riverside,Multi-Family (2-4 Unit),136.4,196035,Riverside,33.7437,-115.9938
1064,2012,Riverside,Single Family Residential,6952.8,232800,Riverside,33.7437,-115.9938
1065,2012,Riverside,Townhouse,36.7,159004.5,Riverside,33.7437,-115.9938
1066,2013,Riverside,All Residential,6590.91,279496.82,Riverside,33.7437,-115.9938
1067,2013,Riverside,Condo/Co-op,1194.91,202972.73,Riverside,33.7437,-115.9938
1068,2013,Riverside,Multi-Family (2-4 Unit),129.45,244524.77,Riverside,33.7437,-115.9938
1069,2013,Riverside,Single Family Residential,5237,291067.73,Riverside,33.7437,-115.9938
1070,2013,Riverside,Townhouse,29.55,227336.36,Riverside,33.7437,-115.9938
1071,2014,Riverside,All Residential,9673.55,316840.91,Riverside,33.7437,-115.9938
1072,2014,Riverside,Condo/Co-op,1475.55,236090.91,Riverside,33.7437,-115.9938
1073,2014,Riverside,Multi-Family (2-4 Unit),168.45,253959.09,Riverside,33.7437,-115.9938
1074,2014,Riverside,Single Family Residential,7981.91,327420.27,Riverside,33.7437,-115.9938
1075,2014,Riverside,Townhouse,47.64,266614.82,Riverside,33.7437,-115.9938
1076,2015,Riverside,All Residential,11161.73,334635.91,Riverside,33.7437,-115.9938
1077,2015,Riverside,Condo/Co-op,1734.91,237886.36,Riverside,33.7437,-115.9938
1078,2015,Riverside,Multi-Family (2-4 Unit),185.09,295795.45,Riverside,33.7437,-115.9938
1079,2015,Riverside,Single Family Residential,9187.45,347108.64,Riverside,33.7437,-115.9938
1080,2015,Riverside,Townhouse,54.27,289058.64,Riverside,33.7437,-115.9938
1081,2016,Riverside,All Residential,11613.09,356681.82,Riverside,33.7437,-115.9938
1082,2016,Riverside,Condo/Co-op,1836.18,246636.36,Riverside,33.7437,-115.9938
1083,2016,Riverside,Multi-Family (2-4 Unit),165.18,319828.5,Riverside,33.7437,-115.9938
1084,2016,Riverside,Single Family Residential,9551.82,370340.91,Riverside,33.7437,-115.9938
1085,2016,Riverside,Townhouse,59.91,298762.91,Riverside,33.7437,-115.9938
1086,2017,Riverside,All Residential,10316.09,382980.45,Riverside,33.7437,-115.9938
1087,2017,Riverside,Condo/Co-op,1565.91,262136.36,Riverside,33.7437,-115.9938
1088,2017,Riverside,Multi-Family (2-4 Unit),149.18,355231.82,Riverside,33.7437,-115.9938
1089,2017,Riverside,Single Family Residential,8532.27,399463.18,Riverside,33.7437,-115.9938
1090,2017,Riverside,Townhouse,68.73,350782.05,Riverside,33.7437,-115.9938
1091,2018,Riverside,All Residential,10938.27,409279.77,Riverside,33.7437,-115.9938
1092,2018,Riverside,Condo/Co-op,1325.55,286977.27,Riverside,33.7437,-115.9938
1093,2018,Riverside,Multi-Family (2-4 Unit),137.36,390886.36,Riverside,33.7437,-115.9938
1094,2018,Riverside,Single Family Residential,9398.55,425159.09,Riverside,33.7437,-115.9938
1095,2018,Riverside,Townhouse,76.82,351609.09,Riverside,33.7437,-115.9938
1096,2019,Riverside,All Residential,11140.27,422954.55,Riverside,33.7437,-115.9938
1097,2019,Riverside,Condo/Co-op,1436.82,305363.64,Riverside,33.7437,-115.9938
1098,2019,Riverside,Multi-Family (2-4 Unit),138.18,422659.09,Riverside,33.7437,-115.9938
1099,2019,Riverside,Single Family Residential,9474,438267.27,Riverside,33.7437,-115.9938
1100,2019,Riverside,Townhouse,91.27,377380.32,Riverside,33.7437,-115.9938
1101,2020,Riverside,All Residential,7810.82,466545.45,Riverside,33.7437,-115.9938
1102,2020,Riverside,Condo/Co-op,1304.55,330727.27,Riverside,33.7437,-115.9938
1103,2020,Riverside,Multi-Family (2-4 Unit),115.09,442863.64,Riverside,33.7437,-115.9938
1104,2020,Riverside,Single Family Residential,6327.45,484550.68,Riverside,33.7437,-115.9938
1105,2020,Riverside,Townhouse,63.73,398795.45,Riverside,33.7437,-115.9938
1106,2021,Riverside,All Residential,5069.73,566873.77,Riverside,33.7437,-115.9938
1107,2021,Riverside,Condo/Co-op,634.45,401681.82,Riverside,33.7437,-115.9938
1108,2021,Riverside,Multi-Family (2-4 Unit),107.64,551613.64,Riverside,33.7437,-115.9938
1109,2021,Riverside,Single Family Residential,4288.73,590363.64,Riverside,33.7437,-115.9938
1110,2021,Riverside,Townhouse,39.36,466727.27,Riverside,33.7437,-115.9938
1111,2022,Riverside,All Residential,6895,1143000,Riverside,33.7437,-115.9938
1112,2022,Riverside,Condo/Co-op,807,883000,Riverside,33.7437,-115.9938
1113,2022,Riverside,Multi-Family (2-4 Unit),154,1247000,Riverside,33.7437,-115.9938
1114,2022,Riverside,Single Family Residential,5892,1175000,Riverside,33.7437,-115.9938
1115,2022,Riverside,Townhouse,42,928000,Riverside,33.7437,-115.9938
1116,2012,Sacramento,All Residential,4475.09,183390.91,Sacramento,38.4493,-121.3443
1117,2012,Sacramento,Condo/Co-op,333.18,86850,Sacramento,38.4493,-121.3443
1118,2012,Sacramento,Multi-Family (2-4 Unit),154.27,187559.09,Sacramento,38.4493,-121.3443
1119,2012,Sacramento,Single Family Residential,3973.18,190154.55,Sacramento,38.4493,-121.3443
1120,2012,Sacramento,Townhouse,14.45,94754.55,Sacramento,38.4493,-121.3443
1121,2013,Sacramento,All Residential,3279.82,245681.73,Sacramento,38.4493,-121.3443
1122,2013,Sacramento,Condo/Co-op,232.64,131040.91,Sacramento,38.4493,-121.3443
1123,2013,Sacramento,Multi-Family (2-4 Unit),161,247727.27,Sacramento,38.4493,-121.3443
1124,2013,Sacramento,Single Family Residential,2872.91,254818.18,Sacramento,38.4493,-121.3443
1125,2013,Sacramento,Townhouse,13.27,119431.82,Sacramento,38.4493,-121.3443
1126,2014,Sacramento,All Residential,4096.82,277809.09,Sacramento,38.4493,-121.3443
1127,2014,Sacramento,Condo/Co-op,329.55,147672.73,Sacramento,38.4493,-121.3443
1128,2014,Sacramento,Multi-Family (2-4 Unit),195.36,263076.73,Sacramento,38.4493,-121.3443
1129,2014,Sacramento,Single Family Residential,3557.73,286631.82,Sacramento,38.4493,-121.3443
1130,2014,Sacramento,Townhouse,14.18,130931.73,Sacramento,38.4493,-121.3443
1131,2015,Sacramento,All Residential,3577.45,298522.73,Sacramento,38.4493,-121.3443
1132,2015,Sacramento,Condo/Co-op,256.09,155234.91,Sacramento,38.4493,-121.3443
1133,2015,Sacramento,Multi-Family (2-4 Unit),173.36,293318.18,Sacramento,38.4493,-121.3443
1134,2015,Sacramento,Single Family Residential,3137.36,309090.91,Sacramento,38.4493,-121.3443
1135,2015,Sacramento,Townhouse,10.64,179677.27,Sacramento,38.4493,-121.3443
1136,2016,Sacramento,All Residential,3086.73,329909.09,Sacramento,38.4493,-121.3443
1137,2016,Sacramento,Condo/Co-op,171.27,181000,Sacramento,38.4493,-121.3443
1138,2016,Sacramento,Multi-Family (2-4 Unit),158.36,331870.45,Sacramento,38.4493,-121.3443
1139,2016,Sacramento,Single Family Residential,2747.55,338477.27,Sacramento,38.4493,-121.3443
1140,2016,Sacramento,Townhouse,9.55,217000,Sacramento,38.4493,-121.3443
1141,2017,Sacramento,All Residential,2656.91,356890.91,Sacramento,38.4493,-121.3443
1142,2017,Sacramento,Condo/Co-op,154,210431.82,Sacramento,38.4493,-121.3443
1143,2017,Sacramento,Multi-Family (2-4 Unit),116.45,361859.09,Sacramento,38.4493,-121.3443
1144,2017,Sacramento,Single Family Residential,2378.55,366431.82,Sacramento,38.4493,-121.3443
1145,2017,Sacramento,Townhouse,7.91,213909.09,Sacramento,38.4493,-121.3443
1146,2018,Sacramento,All Residential,3145.36,385704.55,Sacramento,38.4493,-121.3443
1147,2018,Sacramento,Condo/Co-op,201.55,236545.45,Sacramento,38.4493,-121.3443
1148,2018,Sacramento,Multi-Family (2-4 Unit),126.73,417522.68,Sacramento,38.4493,-121.3443
1149,2018,Sacramento,Single Family Residential,2808.09,395840.91,Sacramento,38.4493,-121.3443
1150,2018,Sacramento,Townhouse,9,223863.64,Sacramento,38.4493,-121.3443
1151,2019,Sacramento,All Residential,2736.45,400727.27,Sacramento,38.4493,-121.3443
1152,2019,Sacramento,Condo/Co-op,187.73,243250,Sacramento,38.4493,-121.3443
1153,2019,Sacramento,Multi-Family (2-4 Unit),113.82,438181.82,Sacramento,38.4493,-121.3443
1154,2019,Sacramento,Single Family Residential,2423,411000,Sacramento,38.4493,-121.3443
1155,2019,Sacramento,Townhouse,11.91,262681.82,Sacramento,38.4493,-121.3443
1156,2020,Sacramento,All Residential,1842.36,443022.73,Sacramento,38.4493,-121.3443
1157,2020,Sacramento,Condo/Co-op,171.36,266409.09,Sacramento,38.4493,-121.3443
1158,2020,Sacramento,Multi-Family (2-4 Unit),113.09,499545.45,Sacramento,38.4493,-121.3443
1159,2020,Sacramento,Single Family Residential,1547,451964.95,Sacramento,38.4493,-121.3443
1160,2020,Sacramento,Townhouse,10.91,299022.73,Sacramento,38.4493,-121.3443
1161,2021,Sacramento,All Residential,1418,526691.18,Sacramento,38.4493,-121.3443
1162,2021,Sacramento,Condo/Co-op,99.73,313181.82,Sacramento,38.4493,-121.3443
1163,2021,Sacramento,Multi-Family (2-4 Unit),116.18,586194.36,Sacramento,38.4493,-121.3443
1164,2021,Sacramento,Single Family Residential,1185.64,541022.73,Sacramento,38.4493,-121.3443
1165,2021,Sacramento,Townhouse,16.45,372067.27,Sacramento,38.4493,-121.3443
1166,2022,Sacramento,All Residential,1647,1023000,Sacramento,38.4493,-121.3443
1167,2022,Sacramento,Condo/Co-op,104,639500,Sacramento,38.4493,-121.3443
1168,2022,Sacramento,Multi-Family (2-4 Unit),124,1115000,Sacramento,38.4493,-121.3443
1169,2022,Sacramento,Single Family Residential,1398,1055000,Sacramento,38.4493,-121.3443
1170,2022,Sacramento,Townhouse,21,745000,Sacramento,38.4493,-121.3443
1171,2012,San Benito,All Residential,125.64,309863.64,San Benito,36.6057,-121.075
1172,2012,San Benito,Condo/Co-op,1.25,254500,San Benito,36.6057,-121.075
1173,2012,San Benito,Multi-Family (2-4 Unit),2.38,306612.5,San Benito,36.6057,-121.075
1174,2012,San Benito,Single Family Residential,117.18,318486.36,San Benito,36.6057,-121.075
1175,2012,San Benito,Townhouse,4.91,207204.64,San Benito,36.6057,-121.075
1176,2013,San Benito,All Residential,90.64,400454.55,San Benito,36.6057,-121.075
1177,2013,San Benito,Condo/Co-op,0,310000,San Benito,36.6057,-121.075
1178,2013,San Benito,Multi-Family (2-4 Unit),2,476000,San Benito,36.6057,-121.075
1179,2013,San Benito,Single Family Residential,85.91,403595.45,San Benito,36.6057,-121.075
1180,2013,San Benito,Townhouse,2.38,276156.25,San Benito,36.6057,-121.075
1181,2014,San Benito,All Residential,130.82,451545.45,San Benito,36.6057,-121.075
1182,2014,San Benito,Condo/Co-op,3.6,310850,San Benito,36.6057,-121.075
1183,2014,San Benito,Multi-Family (2-4 Unit),6.67,727083.33,San Benito,36.6057,-121.075
1184,2014,San Benito,Single Family Residential,116.73,457818.18,San Benito,36.6057,-121.075
1185,2014,San Benito,Townhouse,5.2,315700,San Benito,36.6057,-121.075
1186,2015,San Benito,All Residential,136.82,497863.64,San Benito,36.6057,-121.075
1187,2015,San Benito,Condo/Co-op,2.33,349416.67,San Benito,36.6057,-121.075
1188,2015,San Benito,Multi-Family (2-4 Unit),7.33,585750,San Benito,36.6057,-121.075
1189,2015,San Benito,Single Family Residential,122.82,509312.27,San Benito,36.6057,-121.075
1190,2015,San Benito,Townhouse,4.6,358806.8,San Benito,36.6057,-121.075
1191,2016,San Benito,All Residential,188,533222.73,San Benito,36.6057,-121.075
1192,2016,San Benito,Condo/Co-op,1,630850,San Benito,36.6057,-121.075
1193,2016,San Benito,Multi-Family (2-4 Unit),7,694166.67,San Benito,36.6057,-121.075
1194,2016,San Benito,Single Family Residential,172.91,542545.45,San Benito,36.6057,-121.075
1195,2016,San Benito,Townhouse,8.91,403972.73,San Benito,36.6057,-121.075
1196,2017,San Benito,All Residential,171.36,585250,San Benito,36.6057,-121.075
1197,2017,San Benito,Condo/Co-op,2,428500,San Benito,36.6057,-121.075
1198,2017,San Benito,Multi-Family (2-4 Unit),4.71,937735.71,San Benito,36.6057,-121.075
1199,2017,San Benito,Single Family Residential,155.09,596087.09,San Benito,36.6057,-121.075
1200,2017,San Benito,Townhouse,10.8,374905,San Benito,36.6057,-121.075
1201,2018,San Benito,All Residential,157,616307.5,San Benito,36.6057,-121.075
1202,2018,San Benito,Condo/Co-op,0,845000,San Benito,36.6057,-121.075
1203,2018,San Benito,Multi-Family (2-4 Unit),4,709000,San Benito,36.6057,-121.075
1204,2018,San Benito,Single Family Residential,140.36,628284.14,San Benito,36.6057,-121.075
1205,2018,San Benito,Townhouse,11.91,445393.18,San Benito,36.6057,-121.075
1206,2019,San Benito,All Residential,180.36,637059,San Benito,36.6057,-121.075
1207,2019,San Benito,Condo/Co-op,2,789578,San Benito,36.6057,-121.075
1208,2019,San Benito,Multi-Family (2-4 Unit),3,1203500,San Benito,36.6057,-121.075
1209,2019,San Benito,Single Family Residential,163.09,646600.32,San Benito,36.6057,-121.075
1210,2019,San Benito,Townhouse,13.73,420340.91,San Benito,36.6057,-121.075
1211,2020,San Benito,All Residential,140.64,678877.27,San Benito,36.6057,-121.075
1212,2020,San Benito,Condo/Co-op,0,420000,San Benito,36.6057,-121.075
1213,2020,San Benito,Multi-Family (2-4 Unit),3,869583.33,San Benito,36.6057,-121.075
1214,2020,San Benito,Single Family Residential,132.82,689965.23,San Benito,36.6057,-121.075
1215,2020,San Benito,Townhouse,4.4,470100,San Benito,36.6057,-121.075
1216,2021,San Benito,All Residential,109.82,822809.09,San Benito,36.6057,-121.075
1217,2021,San Benito,Condo/Co-op,0.33,542333.33,San Benito,36.6057,-121.075
1218,2021,San Benito,Multi-Family (2-4 Unit),0.8,1031900,San Benito,36.6057,-121.075
1219,2021,San Benito,Single Family Residential,104.73,835997,San Benito,36.6057,-121.075
1220,2021,San Benito,Townhouse,3.6,540250,San Benito,36.6057,-121.075
1221,2022,San Benito,All Residential,121,1662500,San Benito,36.6057,-121.075
1222,2022,San Benito,Condo/Co-op,0,543000,San Benito,36.6057,-121.075
1223,2022,San Benito,Multi-Family (2-4 Unit),4,2217500,San Benito,36.6057,-121.075
1224,2022,San Benito,Single Family Residential,114,1687500,San Benito,36.6057,-121.075
1225,2022,San Benito,Townhouse,3,1065000,San Benito,36.6057,-121.075
1226,2012,San Bernardino,All Residential,5193.2,175325,San Bernardino,34.8414,-116.1784
1227,2012,San Bernardino,Condo/Co-op,246.1,144819.95,San Bernardino,34.8414,-116.1784
1228,2012,San Bernardino,Multi-Family (2-4 Unit),159.4,184025,San Bernardino,34.8414,-116.1784
1229,2012,San Bernardino,Single Family Residential,4737.5,176656.35,San Bernardino,34.8414,-116.1784
1230,2012,San Bernardino,Townhouse,50.2,224195,San Bernardino,34.8414,-116.1784
1231,2013,San Bernardino,All Residential,4039.09,234172.73,San Bernardino,34.8414,-116.1784
1232,2013,San Bernardino,Condo/Co-op,170,197818.18,San Bernardino,34.8414,-116.1784
1233,2013,San Bernardino,Multi-Family (2-4 Unit),203.73,231772.73,San Bernardino,34.8414,-116.1784
1234,2013,San Bernardino,Single Family Residential,3633.36,236840.91,San Bernardino,34.8414,-116.1784
1235,2013,San Bernardino,Townhouse,32,264340.91,San Bernardino,34.8414,-116.1784
1236,2014,San Bernardino,All Residential,6212.18,275493.18,San Bernardino,34.8414,-116.1784
1237,2014,San Bernardino,Condo/Co-op,293,240050,San Bernardino,34.8414,-116.1784
1238,2014,San Bernardino,Multi-Family (2-4 Unit),264,257595.45,San Bernardino,34.8414,-116.1784
1239,2014,San Bernardino,Single Family Residential,5586.91,279068.18,San Bernardino,34.8414,-116.1784
1240,2014,San Bernardino,Townhouse,68.27,296886.36,San Bernardino,34.8414,-116.1784
1241,2015,San Bernardino,All Residential,7073.36,297840.91,San Bernardino,34.8414,-116.1784
1242,2015,San Bernardino,Condo/Co-op,305.73,266318.18,San Bernardino,34.8414,-116.1784
1243,2015,San Bernardino,Multi-Family (2-4 Unit),338.18,304431.82,San Bernardino,34.8414,-116.1784
1244,2015,San Bernardino,Single Family Residential,6353.73,300407.45,San Bernardino,34.8414,-116.1784
1245,2015,San Bernardino,Townhouse,75.73,320545.45,San Bernardino,34.8414,-116.1784
1246,2016,San Bernardino,All Residential,7319.18,317822.73,San Bernardino,34.8414,-116.1784
1247,2016,San Bernardino,Condo/Co-op,327.18,286032,San Bernardino,34.8414,-116.1784
1248,2016,San Bernardino,Multi-Family (2-4 Unit),298.91,308236.36,San Bernardino,34.8414,-116.1784
1249,2016,San Bernardino,Single Family Residential,6634.73,321177.27,San Bernardino,34.8414,-116.1784
1250,2016,San Bernardino,Townhouse,58.36,321500,San Bernardino,34.8414,-116.1784
1251,2017,San Bernardino,All Residential,6972.09,343045.45,San Bernardino,34.8414,-116.1784
1252,2017,San Bernardino,Condo/Co-op,330.91,317090.91,San Bernardino,34.8414,-116.1784
1253,2017,San Bernardino,Multi-Family (2-4 Unit),245.55,357772.73,San Bernardino,34.8414,-116.1784
1254,2017,San Bernardino,Single Family Residential,6318.09,344568.18,San Bernardino,34.8414,-116.1784
1255,2017,San Bernardino,Townhouse,77.55,358659.09,San Bernardino,34.8414,-116.1784
1256,2018,San Bernardino,All Residential,7432,364545.45,San Bernardino,34.8414,-116.1784
1257,2018,San Bernardino,Condo/Co-op,358.64,345431.82,San Bernardino,34.8414,-116.1784
1258,2018,San Bernardino,Multi-Family (2-4 Unit),218.91,387289.36,San Bernardino,34.8414,-116.1784
1259,2018,San Bernardino,Single Family Residential,6775.36,365909.09,San Bernardino,34.8414,-116.1784
1260,2018,San Bernardino,Townhouse,79.09,377080.05,San Bernardino,34.8414,-116.1784
1261,2019,San Bernardino,All Residential,7437.45,382090.91,San Bernardino,34.8414,-116.1784
1262,2019,San Bernardino,Condo/Co-op,411.82,355427.27,San Bernardino,34.8414,-116.1784
1263,2019,San Bernardino,Multi-Family (2-4 Unit),191,377863.64,San Bernardino,34.8414,-116.1784
1264,2019,San Bernardino,Single Family Residential,6740.27,385295.45,San Bernardino,34.8414,-116.1784
1265,2019,San Bernardino,Townhouse,94.36,381909.09,San Bernardino,34.8414,-116.1784
1266,2020,San Bernardino,All Residential,5580.91,409635.91,San Bernardino,34.8414,-116.1784
1267,2020,San Bernardino,Condo/Co-op,308.36,387966.82,San Bernardino,34.8414,-116.1784
1268,2020,San Bernardino,Multi-Family (2-4 Unit),156.27,456028.55,San Bernardino,34.8414,-116.1784
1269,2020,San Bernardino,Single Family Residential,5038.82,411590.91,San Bernardino,34.8414,-116.1784
1270,2020,San Bernardino,Townhouse,77.45,428741.45,San Bernardino,34.8414,-116.1784
1271,2021,San Bernardino,All Residential,4323.91,491318.18,San Bernardino,34.8414,-116.1784
1272,2021,San Bernardino,Condo/Co-op,193.09,437636.36,San Bernardino,34.8414,-116.1784
1273,2021,San Bernardino,Multi-Family (2-4 Unit),153.18,517545.45,San Bernardino,34.8414,-116.1784
1274,2021,San Bernardino,Single Family Residential,3917.18,497590.91,San Bernardino,34.8414,-116.1784
1275,2021,San Bernardino,Townhouse,60.45,485204.55,San Bernardino,34.8414,-116.1784
1276,2022,San Bernardino,All Residential,5776,960000,San Bernardino,34.8414,-116.1784
1277,2022,San Bernardino,Condo/Co-op,243,916814,San Bernardino,34.8414,-116.1784
1278,2022,San Bernardino,Multi-Family (2-4 Unit),146,1020000,San Bernardino,34.8414,-116.1784
1279,2022,San Bernardino,Single Family Residential,5326,962000,San Bernardino,34.8414,-116.1784
1280,2022,San Bernardino,Townhouse,61,1075500,San Bernardino,34.8414,-116.1784
1281,2012,San Diego,All Residential,8098.09,366022.73,San Diego,33.0341,-116.7353
1282,2012,San Diego,Condo/Co-op,1930.82,244999.55,San Diego,33.0341,-116.7353
1283,2012,San Diego,Multi-Family (2-4 Unit),267.09,377409.09,San Diego,33.0341,-116.7353
1284,2012,San Diego,Single Family Residential,5390.64,413659.09,San Diego,33.0341,-116.7353
1285,2012,San Diego,Townhouse,509.55,267750,San Diego,33.0341,-116.7353
1286,2013,San Diego,All Residential,7510.73,440068.18,San Diego,33.0341,-116.7353
1287,2013,San Diego,Condo/Co-op,1847.82,318654.55,San Diego,33.0341,-116.7353
1288,2013,San Diego,Multi-Family (2-4 Unit),311.73,509068.18,San Diego,33.0341,-116.7353
1289,2013,San Diego,Single Family Residential,5003.82,492925.64,San Diego,33.0341,-116.7353
1290,2013,San Diego,Townhouse,347.36,333495.45,San Diego,33.0341,-116.7353
1291,2014,San Diego,All Residential,9260.64,477454.55,San Diego,33.0341,-116.7353
1292,2014,San Diego,Condo/Co-op,2343,353613.64,San Diego,33.0341,-116.7353
1293,2014,San Diego,Multi-Family (2-4 Unit),344,545863.64,San Diego,33.0341,-116.7353
1294,2014,San Diego,Single Family Residential,6125.55,536886.36,San Diego,33.0341,-116.7353
1295,2014,San Diego,Townhouse,448.09,377522.73,San Diego,33.0341,-116.7353
1296,2015,San Diego,All Residential,8373.55,506519.64,San Diego,33.0341,-116.7353
1297,2015,San Diego,Condo/Co-op,2087.18,376909.09,San Diego,33.0341,-116.7353
1298,2015,San Diego,Multi-Family (2-4 Unit),296.09,611250,San Diego,33.0341,-116.7353
1299,2015,San Diego,Single Family Residential,5597.27,569752.05,San Diego,33.0341,-116.7353
1300,2015,San Diego,Townhouse,393,399859.09,San Diego,33.0341,-116.7353
1301,2016,San Diego,All Residential,7632.91,540000,San Diego,33.0341,-116.7353
