,Year,County,Property_type,mean_inventory,Median_sales_price
1427,2019,San Joaquin County,Condo/Co-op,76.73,205318.18
1428,2019,San Joaquin County,Multi-Family (2-4 Unit),52.55,361136.36
1429,2019,San Joaquin County,Single Family Residential,1449.73,415620.59
1430,2019,San Joaquin County,Townhouse,5.22,248666.67
1431,2020,San Joaquin County,All Residential,923.73,447204.55
1432,2020,San Joaquin County,Condo/Co-op,51.36,243704.55
1433,2020,San Joaquin County,Multi-Family (2-4 Unit),56.55,399436.36
1434,2020,San Joaquin County,Single Family Residential,813.91,455995.45
1435,2020,San Joaquin County,Townhouse,1.89,325666.67
1436,2021,San Joaquin County,All Residential,744.36,533431.82
1437,2021,San Joaquin County,Condo/Co-op,38.82,257431.82
1438,2021,San Joaquin County,Multi-Family (2-4 Unit),71.55,496500.0
1439,2021,San Joaquin County,Single Family Residential,632.45,546831.14
1440,2021,San Joaquin County,Townhouse,1.62,438875.0
1441,2022,San Joaquin County,All Residential,897.0,1030000.0
1442,2022,San Joaquin County,Condo/Co-op,37.0,522000.0
1443,2022,San Joaquin County,Multi-Family (2-4 Unit),88.0,1020000.0
1444,2022,San Joaquin County,Single Family Residential,770.0,1048250.0
1445,2022,San Joaquin County,Townhouse,1.0,341500.0
1446,2012,San Luis Obispo County,All Residential,1139.45,402721.64
1447,2012,San Luis Obispo County,Condo/Co-op,82.55,280812.73
1448,2012,San Luis Obispo County,Multi-Family (2-4 Unit),25.36,447077.05
1449,2012,San Luis Obispo County,Single Family Residential,1031.55,412113.64
1450,2013,San Luis Obispo County,All Residential,907.73,460577.27
1451,2013,San Luis Obispo County,Condo/Co-op,67.36,312788.23
1452,2013,San Luis Obispo County,Multi-Family (2-4 Unit),23.45,657790.91
1453,2013,San Luis Obispo County,Single Family Residential,816.91,473181.82
1454,2014,San Luis Obispo County,All Residential,1092.18,492013.64
1455,2014,San Luis Obispo County,Condo/Co-op,60.09,356926.23
1456,2014,San Luis Obispo County,Multi-Family (2-4 Unit),32.18,624340.91
1457,2014,San Luis Obispo County,Single Family Residential,999.82,505068.18
1458,2014,San Luis Obispo County,Townhouse,0.0,750000.0
1459,2015,San Luis Obispo County,All Residential,1112.09,537222.05
1460,2015,San Luis Obispo County,Condo/Co-op,91.18,395295.45
1461,2015,San Luis Obispo County,Multi-Family (2-4 Unit),28.27,656454.55
1462,2015,San Luis Obispo County,Single Family Residential,992.64,549233.32
1463,2016,San Luis Obispo County,All Residential,1125.0,565866.05
1464,2016,San Luis Obispo County,Condo/Co-op,114.64,442652.86
1465,2016,San Luis Obispo County,Multi-Family (2-4 Unit),30.0,793650.0
1466,2016,San Luis Obispo County,Single Family Residential,979.36,577145.45
1467,2016,San Luis Obispo County,Townhouse,0.0,520000.0
1468,2017,San Luis Obispo County,All Residential,993.64,606613.64
1469,2017,San Luis Obispo County,Condo/Co-op,92.18,436509.09
1470,2017,San Luis Obispo County,Multi-Family (2-4 Unit),29.09,754181.82
1471,2017,San Luis Obispo County,Single Family Residential,863.18,622204.55
1472,2017,San Luis Obispo County,Townhouse,10.57,455678.57
1473,2018,San Luis Obispo County,All Residential,1111.55,647909.09
1474,2018,San Luis Obispo County,Condo/Co-op,86.18,451519.27
1475,2018,San Luis Obispo County,Multi-Family (2-4 Unit),18.27,772213.64
1476,2018,San Luis Obispo County,Single Family Residential,991.45,667606.36
1477,2018,San Luis Obispo County,Townhouse,15.64,495636.36
1478,2019,San Luis Obispo County,All Residential,1134.55,659181.36
1479,2019,San Luis Obispo County,Condo/Co-op,92.64,468449.91
1480,2019,San Luis Obispo County,Multi-Family (2-4 Unit),30.45,841295.45
1481,2019,San Luis Obispo County,Single Family Residential,993.55,680454.55
1482,2019,San Luis Obispo County,Townhouse,18.1,521525.0
1483,2020,San Luis Obispo County,All Residential,854.0,695000.0
1484,2020,San Luis Obispo County,Condo/Co-op,68.36,485818.18
1485,2020,San Luis Obispo County,Multi-Family (2-4 Unit),16.8,811800.0
1486,2020,San Luis Obispo County,Single Family Residential,754.82,714227.27
1487,2020,San Luis Obispo County,Townhouse,14.0,565447.73
1488,2021,San Luis Obispo County,All Residential,469.73,805545.45
1489,2021,San Luis Obispo County,Condo/Co-op,33.0,533636.36
1490,2021,San Luis Obispo County,Multi-Family (2-4 Unit),16.91,880000.0
1491,2021,San Luis Obispo County,Single Family Residential,411.45,835590.91
1492,2021,San Luis Obispo County,Townhouse,8.36,567863.64
1493,2022,San Luis Obispo County,All Residential,535.0,1633000.0
1494,2022,San Luis Obispo County,Condo/Co-op,37.0,1013250.0
1495,2022,San Luis Obispo County,Multi-Family (2-4 Unit),15.0,1782500.0
1496,2022,San Luis Obispo County,Single Family Residential,466.0,1675000.0
1497,2022,San Luis Obispo County,Townhouse,17.0,1557000.0
1498,2012,San Mateo County,All Residential,1033.0,683545.45
1499,2012,San Mateo County,Condo/Co-op,165.55,384559.36
1500,2012,San Mateo County,Multi-Family (2-4 Unit),49.91,768348.91
1501,2012,San Mateo County,Single Family Residential,776.82,785500.0
1502,2012,San Mateo County,Townhouse,40.73,620272.73
1503,2013,San Mateo County,All Residential,781.45,840627.27
1504,2013,San Mateo County,Condo/Co-op,112.55,508363.64
1505,2013,San Mateo County,Multi-Family (2-4 Unit),36.82,918527.73
1506,2013,San Mateo County,Single Family Residential,599.82,976636.36
1507,2013,San Mateo County,Townhouse,32.27,782000.0
1508,2014,San Mateo County,All Residential,730.36,942840.45
1509,2014,San Mateo County,Condo/Co-op,108.18,594045.45
1510,2014,San Mateo County,Multi-Family (2-4 Unit),31.45,1124045.45
1511,2014,San Mateo County,Single Family Residential,559.09,1132795.45
1512,2014,San Mateo County,Townhouse,31.64,876314.09
1513,2015,San Mateo County,All Residential,620.27,1096636.36
1514,2015,San Mateo County,Condo/Co-op,86.36,680186.36
1515,2015,San Mateo County,Multi-Family (2-4 Unit),27.45,1310800.0
1516,2015,San Mateo County,Single Family Residential,475.64,1318350.0
1517,2015,San Mateo County,Townhouse,30.82,1079781.27
1518,2016,San Mateo County,All Residential,742.0,1183477.27
1519,2016,San Mateo County,Condo/Co-op,122.09,736140.91
1520,2016,San Mateo County,Multi-Family (2-4 Unit),26.55,1366045.45
1521,2016,San Mateo County,Single Family Residential,561.91,1373318.18
1522,2016,San Mateo County,Townhouse,31.45,1151272.73
1523,2017,San Mateo County,All Residential,575.91,1339950.45
1524,2017,San Mateo County,Condo/Co-op,95.0,798272.73
1525,2017,San Mateo County,Multi-Family (2-4 Unit),23.36,1576153.64
1526,2017,San Mateo County,Single Family Residential,427.91,1532500.0
1527,2017,San Mateo County,Townhouse,29.64,1317068.18
1528,2018,San Mateo County,All Residential,654.64,1519068.18
1529,2018,San Mateo County,Condo/Co-op,95.09,920272.73
1530,2018,San Mateo County,Multi-Family (2-4 Unit),24.27,1745181.82
1531,2018,San Mateo County,Single Family Residential,511.0,1706327.27
1532,2018,San Mateo County,Townhouse,24.27,1445736.36
1533,2019,San Mateo County,All Residential,781.55,1481681.82
1534,2019,San Mateo County,Condo/Co-op,136.0,912090.91
1535,2019,San Mateo County,Multi-Family (2-4 Unit),23.27,1782965.91
1536,2019,San Mateo County,Single Family Residential,584.73,1692727.27
1537,2019,San Mateo County,Townhouse,37.55,1404704.55
1538,2020,San Mateo County,All Residential,854.0,1576136.36
1539,2020,San Mateo County,Condo/Co-op,185.55,905413.64
1540,2020,San Mateo County,Multi-Family (2-4 Unit),34.0,1711090.91
1541,2020,San Mateo County,Single Family Residential,583.55,1816613.64
1542,2020,San Mateo County,Townhouse,50.91,1373445.45
1543,2021,San Mateo County,All Residential,693.91,1706477.27
1544,2021,San Mateo County,Condo/Co-op,179.18,899136.36
1545,2021,San Mateo County,Multi-Family (2-4 Unit),39.27,1747408.18
1546,2021,San Mateo County,Single Family Residential,431.45,2035045.45
1547,2021,San Mateo County,Townhouse,44.0,1489980.36
1548,2022,San Mateo County,All Residential,677.0,3131000.0
1549,2022,San Mateo County,Condo/Co-op,192.0,1745000.0
1550,2022,San Mateo County,Multi-Family (2-4 Unit),30.0,3930505.5
1551,2022,San Mateo County,Single Family Residential,425.0,3863000.0
1552,2022,San Mateo County,Townhouse,30.0,2832500.0
1553,2012,Santa Barbara County,All Residential,1481.45,374602.27
1554,2012,Santa Barbara County,Condo/Co-op,183.91,300977.27
1555,2012,Santa Barbara County,Multi-Family (2-4 Unit),37.64,661272.73
1556,2012,Santa Barbara County,Single Family Residential,1203.55,383659.09
1557,2012,Santa Barbara County,Townhouse,56.36,463563.18
1558,2013,Santa Barbara County,All Residential,1026.73,505045.45
1559,2013,Santa Barbara County,Condo/Co-op,126.64,420272.73
1560,2013,Santa Barbara County,Multi-Family (2-4 Unit),36.36,713000.0
1561,2013,Santa Barbara County,Single Family Residential,833.64,506511.36
1562,2013,Santa Barbara County,Townhouse,30.09,577204.55
1563,2014,Santa Barbara County,All Residential,1084.82,551454.55
1564,2014,Santa Barbara County,Condo/Co-op,138.36,538352.05
1565,2014,Santa Barbara County,Multi-Family (2-4 Unit),36.45,911136.36
1566,2014,Santa Barbara County,Single Family Residential,870.18,536754.09
1567,2014,Santa Barbara County,Townhouse,39.82,601659.09
1568,2015,Santa Barbara County,All Residential,1224.82,567175.27
1569,2015,Santa Barbara County,Condo/Co-op,129.27,588645.45
1570,2015,Santa Barbara County,Multi-Family (2-4 Unit),42.09,860113.64
1571,2015,Santa Barbara County,Single Family Residential,1018.64,530401.32
1572,2015,Santa Barbara County,Townhouse,34.82,657931.82
1573,2016,Santa Barbara County,All Residential,1298.91,581613.64
1574,2016,Santa Barbara County,Condo/Co-op,148.91,556589.5
1575,2016,Santa Barbara County,Multi-Family (2-4 Unit),37.18,945954.55
1576,2016,Santa Barbara County,Single Family Residential,1074.0,563000.0
1577,2016,Santa Barbara County,Townhouse,38.82,711386.36
1578,2017,Santa Barbara County,All Residential,1111.36,625943.18
1579,2017,Santa Barbara County,Condo/Co-op,132.64,568000.0
1580,2017,Santa Barbara County,Multi-Family (2-4 Unit),36.09,1126750.0
1581,2017,Santa Barbara County,Single Family Residential,903.09,623595.45
1582,2017,Santa Barbara County,Townhouse,39.55,714909.09
1583,2018,Santa Barbara County,All Residential,1209.18,617300.0
1584,2018,Santa Barbara County,Condo/Co-op,158.82,606895.45
1585,2018,Santa Barbara County,Multi-Family (2-4 Unit),37.09,755647.73
1586,2018,Santa Barbara County,Single Family Residential,950.18,604598.64
1587,2018,Santa Barbara County,Townhouse,63.09,730472.27
1588,2019,Santa Barbara County,All Residential,1149.27,656613.64
1589,2019,Santa Barbara County,Condo/Co-op,151.91,587809.09
1590,2019,Santa Barbara County,Multi-Family (2-4 Unit),37.27,1109840.91
1591,2019,Santa Barbara County,Single Family Residential,913.55,658772.73
1592,2019,Santa Barbara County,Townhouse,46.55,803434.64
1593,2020,Santa Barbara County,All Residential,814.45,776681.82
1594,2020,Santa Barbara County,Condo/Co-op,99.45,652500.0
1595,2020,Santa Barbara County,Multi-Family (2-4 Unit),26.73,1069886.36
1596,2020,Santa Barbara County,Single Family Residential,649.0,810863.64
1597,2020,Santa Barbara County,Townhouse,39.27,834377.36
1598,2021,Santa Barbara County,All Residential,490.0,905977.27
1599,2021,Santa Barbara County,Condo/Co-op,56.18,750613.64
1600,2021,Santa Barbara County,Multi-Family (2-4 Unit),19.09,1377090.91
1601,2021,Santa Barbara County,Single Family Residential,393.36,967500.0
1602,2021,Santa Barbara County,Townhouse,21.36,972022.73
1603,2022,Santa Barbara County,All Residential,622.0,1625000.0
1604,2022,Santa Barbara County,Condo/Co-op,59.0,1355000.0
1605,2022,Santa Barbara County,Multi-Family (2-4 Unit),24.0,2548750.0
1606,2022,Santa Barbara County,Single Family Residential,517.0,1648000.0
1607,2022,Santa Barbara County,Townhouse,22.0,1875500.0
1608,2012,Santa Clara County,All Residential,2070.64,602689.45
1609,2012,Santa Clara County,Condo/Co-op,278.73,326045.45
1610,2012,Santa Clara County,Multi-Family (2-4 Unit),76.0,738013.64
1611,2012,Santa Clara County,Single Family Residential,1537.09,684886.36
1612,2012,Santa Clara County,Townhouse,178.82,512186.0
1613,2013,Santa Clara County,All Residential,1775.64,737913.64
1614,2013,Santa Clara County,Condo/Co-op,269.36,442772.73
1615,2013,Santa Clara County,Multi-Family (2-4 Unit),80.64,864918.18
1616,2013,Santa Clara County,Single Family Residential,1257.64,838636.36
1617,2013,Santa Clara County,Townhouse,168.0,636801.77
1618,2014,Santa Clara County,All Residential,1820.91,814454.55
1619,2014,Santa Clara County,Condo/Co-op,249.45,496636.36
1620,2014,Santa Clara County,Multi-Family (2-4 Unit),72.36,981090.91
1621,2014,Santa Clara County,Single Family Residential,1337.82,927250.0
1622,2014,Santa Clara County,Townhouse,161.27,693494.77
1623,2015,Santa Clara County,All Residential,1791.82,912363.64
1624,2015,Santa Clara County,Condo/Co-op,218.36,579500.0
1625,2015,Santa Clara County,Multi-Family (2-4 Unit),62.36,1076272.73
1626,2015,Santa Clara County,Single Family Residential,1366.45,1025739.45
1627,2015,Santa Clara County,Townhouse,144.64,778980.0
1628,2016,Santa Clara County,All Residential,2122.73,971886.36
1629,2016,Santa Clara County,Condo/Co-op,329.73,630818.18
1630,2016,Santa Clara County,Multi-Family (2-4 Unit),69.09,1255681.82
1631,2016,Santa Clara County,Single Family Residential,1539.27,1103068.18
1632,2016,Santa Clara County,Townhouse,184.64,857977.27
1633,2017,Santa Clara County,All Residential,1355.64,1104909.09
1634,2017,Santa Clara County,Condo/Co-op,190.55,692750.0
1635,2017,Santa Clara County,Multi-Family (2-4 Unit),54.82,1408545.45
1636,2017,Santa Clara County,Single Family Residential,1005.91,1267272.73
1637,2017,Santa Clara County,Townhouse,104.36,981185.91
1638,2018,Santa Clara County,All Residential,1763.55,1296727.27
1639,2018,Santa Clara County,Condo/Co-op,280.27,828118.18
1640,2018,Santa Clara County,Multi-Family (2-4 Unit),65.45,1598068.18
1641,2018,Santa Clara County,Single Family Residential,1250.73,1436613.64
1642,2018,Santa Clara County,Townhouse,167.09,1185795.45
1643,2019,Santa Clara County,All Residential,2317.18,1227090.91
1644,2019,Santa Clara County,Condo/Co-op,461.18,783590.91
1645,2019,Santa Clara County,Multi-Family (2-4 Unit),65.45,1581908.64
1646,2019,Santa Clara County,Single Family Residential,1520.09,1364227.27
1647,2019,Santa Clara County,Townhouse,270.45,1048740.82
1648,2020,Santa Clara County,All Residential,1886.91,1318386.36
1649,2020,Santa Clara County,Condo/Co-op,466.27,764615.68
1650,2020,Santa Clara County,Multi-Family (2-4 Unit),73.09,1645795.45
1651,2020,Santa Clara County,Single Family Residential,1139.18,1490340.82
1652,2020,Santa Clara County,Townhouse,208.36,1069272.73
1653,2021,Santa Clara County,All Residential,1437.0,1488545.45
1654,2021,Santa Clara County,Condo/Co-op,381.27,801022.73
1655,2021,Santa Clara County,Multi-Family (2-4 Unit),67.91,1732340.91
1656,2021,Santa Clara County,Single Family Residential,819.45,1742318.18
1657,2021,Santa Clara County,Townhouse,168.36,1229840.91
1658,2022,Santa Clara County,All Residential,1274.0,2880000.0
1659,2022,Santa Clara County,Condo/Co-op,260.0,1535500.0
1660,2022,Santa Clara County,Multi-Family (2-4 Unit),76.0,3284000.0
1661,2022,Santa Clara County,Single Family Residential,800.0,3478000.0
1662,2022,Santa Clara County,Townhouse,138.0,2453500.0
1663,2012,Santa Cruz County,All Residential,687.27,500568.18
1664,2012,Santa Cruz County,Condo/Co-op,88.36,313450.0
1665,2012,Santa Cruz County,Multi-Family (2-4 Unit),22.82,593250.0
1666,2012,Santa Cruz County,Single Family Residential,528.0,550670.45
1667,2012,Santa Cruz County,Townhouse,48.09,351613.64
1668,2013,Santa Cruz County,All Residential,565.45,600636.36
1669,2013,Santa Cruz County,Condo/Co-op,84.55,381031.82
1670,2013,Santa Cruz County,Multi-Family (2-4 Unit),21.18,744045.45
1671,2013,Santa Cruz County,Single Family Residential,432.18,650127.27
1672,2013,Santa Cruz County,Townhouse,27.55,446533.41
1673,2014,Santa Cruz County,All Residential,553.0,669568.18
1674,2014,Santa Cruz County,Condo/Co-op,66.73,428139.68
1675,2014,Santa Cruz County,Multi-Family (2-4 Unit),22.0,860136.36
1676,2014,Santa Cruz County,Single Family Residential,433.64,728018.18
1677,2014,Santa Cruz County,Townhouse,30.64,506136.36
1678,2015,Santa Cruz County,All Residential,605.55,730361.36
1679,2015,Santa Cruz County,Condo/Co-op,73.91,467000.0
1680,2015,Santa Cruz County,Multi-Family (2-4 Unit),21.09,959459.09
1681,2015,Santa Cruz County,Single Family Residential,482.64,783545.45
1682,2015,Santa Cruz County,Townhouse,27.91,582118.18
1683,2016,Santa Cruz County,All Residential,609.55,784093.0
1684,2016,Santa Cruz County,Condo/Co-op,73.45,522694.5
1685,2016,Santa Cruz County,Multi-Family (2-4 Unit),17.09,941613.64
1686,2016,Santa Cruz County,Single Family Residential,480.27,858550.0
1687,2016,Santa Cruz County,Townhouse,38.73,631322.32
1688,2017,Santa Cruz County,All Residential,568.82,837081.82
1689,2017,Santa Cruz County,Condo/Co-op,66.55,557345.0
1690,2017,Santa Cruz County,Multi-Family (2-4 Unit),20.6,1036480.5
1691,2017,Santa Cruz County,Single Family Residential,450.36,910909.09
1692,2017,Santa Cruz County,Townhouse,31.18,667136.36
1693,2018,Santa Cruz County,All Residential,614.45,883818.18
1694,2018,Santa Cruz County,Condo/Co-op,74.64,591936.36
1695,2018,Santa Cruz County,Multi-Family (2-4 Unit),22.5,1180005.0
1696,2018,Santa Cruz County,Single Family Residential,471.64,954068.18
1697,2018,Santa Cruz County,Townhouse,46.45,744863.64
1698,2019,Santa Cruz County,All Residential,649.45,892840.91
1699,2019,Santa Cruz County,Condo/Co-op,75.36,601727.27
1700,2019,Santa Cruz County,Multi-Family (2-4 Unit),20.0,1182727.27
1701,2019,Santa Cruz County,Single Family Residential,511.64,961613.64
1702,2019,Santa Cruz County,Townhouse,42.45,730136.36
1703,2020,Santa Cruz County,All Residential,490.55,970569.23
1704,2020,Santa Cruz County,Condo/Co-op,70.82,631136.36
1705,2020,Santa Cruz County,Multi-Family (2-4 Unit),14.8,1276576.0
1706,2020,Santa Cruz County,Single Family Residential,358.27,1061636.36
1707,2020,Santa Cruz County,Townhouse,46.55,830931.82
1708,2021,Santa Cruz County,All Residential,337.73,1138295.45
1709,2021,Santa Cruz County,Condo/Co-op,37.73,700090.91
1710,2021,Santa Cruz County,Multi-Family (2-4 Unit),10.64,1620875.0
1711,2021,Santa Cruz County,Single Family Residential,270.0,1296159.09
1712,2021,Santa Cruz County,Townhouse,19.36,878159.09
1713,2022,Santa Cruz County,All Residential,321.0,2395000.0
1714,2022,Santa Cruz County,Condo/Co-op,29.0,1570000.0
1715,2022,Santa Cruz County,Multi-Family (2-4 Unit),8.0,1320000.0
1716,2022,Santa Cruz County,Single Family Residential,250.0,2595000.0
1717,2022,Santa Cruz County,Townhouse,28.0,1912500.0
1718,2012,Solano County,All Residential,877.09,210112.05
1719,2012,Solano County,Condo/Co-op,80.36,91412.59
1720,2012,Solano County,Multi-Family (2-4 Unit),32.09,210374.14
1721,2012,Solano County,Single Family Residential,763.55,218886.36
1722,2012,Solano County,Townhouse,1.0,73000.0
1723,2013,Solano County,All Residential,601.82,282338.68
1724,2013,Solano County,Condo/Co-op,51.91,130127.27
1725,2013,Solano County,Multi-Family (2-4 Unit),39.36,282625.0
1726,2013,Solano County,Single Family Residential,510.36,292636.36
1727,2013,Solano County,Townhouse,0.0,233100.0
1728,2014,Solano County,All Residential,871.18,332368.18
1729,2014,Solano County,Condo/Co-op,79.64,176809.09
1730,2014,Solano County,Multi-Family (2-4 Unit),44.64,321972.73
1731,2014,Solano County,Single Family Residential,746.82,341252.27
1732,2014,Solano County,Townhouse,0.0,70000.0
1733,2015,Solano County,All Residential,1086.82,369118.18
1734,2015,Solano County,Condo/Co-op,72.09,221268.18
1735,2015,Solano County,Multi-Family (2-4 Unit),52.0,381440.91
1736,2015,Solano County,Single Family Residential,962.73,376681.82
1737,2015,Solano County,Townhouse,0.0,346500.0
1738,2016,Solano County,All Residential,1012.82,408772.73
1739,2016,Solano County,Condo/Co-op,58.45,230818.18
1740,2016,Solano County,Multi-Family (2-4 Unit),51.36,466000.0
1741,2016,Solano County,Single Family Residential,903.0,417840.91
1742,2017,Solano County,All Residential,846.82,437636.36
1743,2017,Solano County,Condo/Co-op,61.45,265863.64
1744,2017,Solano County,Multi-Family (2-4 Unit),33.36,493909.09
1745,2017,Solano County,Single Family Residential,752.0,444436.36
1746,2017,Solano County,Townhouse,0.0,402000.0
1747,2018,Solano County,All Residential,948.18,473277.27
1748,2018,Solano County,Condo/Co-op,59.82,309277.27
1749,2018,Solano County,Multi-Family (2-4 Unit),40.73,621000.0
1750,2018,Solano County,Single Family Residential,847.55,481431.82
1751,2018,Solano County,Townhouse,0.0,210000.0
1752,2019,Solano County,All Residential,998.73,478886.36
1753,2019,Solano County,Condo/Co-op,75.09,308250.0
1754,2019,Solano County,Multi-Family (2-4 Unit),45.45,532318.18
1755,2019,Solano County,Single Family Residential,878.18,486036.36
1756,2019,Solano County,Townhouse,0.0,255000.0
1757,2020,Solano County,All Residential,690.91,523068.18
1758,2020,Solano County,Condo/Co-op,68.45,330113.64
1759,2020,Solano County,Multi-Family (2-4 Unit),40.18,698386.36
1760,2020,Solano County,Single Family Residential,581.91,531750.0
1761,2020,Solano County,Townhouse,0.0,325000.0
1762,2021,Solano County,All Residential,657.82,597318.18
1763,2021,Solano County,Condo/Co-op,42.27,374409.09
1764,2021,Solano County,Multi-Family (2-4 Unit),36.45,722772.27
1765,2021,Solano County,Single Family Residential,572.09,610090.91
1766,2021,Solano County,Townhouse,7.6,513150.0
1767,2022,Solano County,All Residential,783.0,1150000.0
1768,2022,Solano County,Condo/Co-op,61.0,664750.0
1769,2022,Solano County,Multi-Family (2-4 Unit),41.0,1152500.0
1770,2022,Solano County,Single Family Residential,667.0,1184000.0
1771,2022,Solano County,Townhouse,14.0,1130000.0
1772,2012,Sonoma County,All Residential,1165.0,358613.64
1773,2012,Sonoma County,Condo/Co-op,98.55,171563.64
1774,2012,Sonoma County,Multi-Family (2-4 Unit),167.0,463995.45
1775,2012,Sonoma County,Single Family Residential,899.09,375181.82
1776,2012,Sonoma County,Townhouse,0.0,169000.0
1777,2013,Sonoma County,All Residential,907.45,443363.64
1778,2013,Sonoma County,Condo/Co-op,68.45,244840.91
1779,2013,Sonoma County,Multi-Family (2-4 Unit),123.45,559236.36
1780,2013,Sonoma County,Single Family Residential,715.55,461009.09
1781,2014,Sonoma County,All Residential,909.45,496363.64
1782,2014,Sonoma County,Condo/Co-op,70.27,288381.82
1783,2014,Sonoma County,Multi-Family (2-4 Unit),109.09,701022.73
1784,2014,Sonoma County,Single Family Residential,730.09,515996.59
1785,2015,Sonoma County,All Residential,1151.09,545399.45
1786,2015,Sonoma County,Condo/Co-op,99.45,321690.91
1787,2015,Sonoma County,Multi-Family (2-4 Unit),148.64,775204.55
1788,2015,Sonoma County,Single Family Residential,902.73,565159.09
1789,2016,Sonoma County,All Residential,1206.36,596302.27
1790,2016,Sonoma County,Condo/Co-op,120.45,357818.18
1791,2016,Sonoma County,Multi-Family (2-4 Unit),159.91,813909.09
1792,2016,Sonoma County,Single Family Residential,925.27,619795.45
1793,2017,Sonoma County,All Residential,1089.64,650819.41
1794,2017,Sonoma County,Condo/Co-op,88.18,399954.55
1795,2017,Sonoma County,Multi-Family (2-4 Unit),144.18,899431.82
1796,2017,Sonoma County,Single Family Residential,857.0,672955.32
1797,2017,Sonoma County,Townhouse,0.0,575250.0
1798,2018,Sonoma County,All Residential,1274.82,697307.82
1799,2018,Sonoma County,Condo/Co-op,115.0,428454.55
1800,2018,Sonoma County,Multi-Family (2-4 Unit),153.91,979454.55
1801,2018,Sonoma County,Single Family Residential,1005.91,710836.23
1802,2019,Sonoma County,All Residential,1427.0,681363.64
1803,2019,Sonoma County,Condo/Co-op,146.0,400068.18
1804,2019,Sonoma County,Multi-Family (2-4 Unit),162.82,970863.64
1805,2019,Sonoma County,Single Family Residential,1117.91,697314.55
1806,2019,Sonoma County,Townhouse,0.0,1590000.0
1807,2020,Sonoma County,All Residential,1286.09,726090.91
1808,2020,Sonoma County,Condo/Co-op,143.36,422136.36
1809,2020,Sonoma County,Multi-Family (2-4 Unit),156.91,1018795.45
1810,2020,Sonoma County,Single Family Residential,984.91,738954.55
1811,2020,Sonoma County,Townhouse,2.0,490000.0
1812,2021,Sonoma County,All Residential,1166.36,798084.32
1813,2021,Sonoma County,Condo/Co-op,94.91,450627.27
1814,2021,Sonoma County,Multi-Family (2-4 Unit),84.64,1070931.82
1815,2021,Sonoma County,Single Family Residential,963.0,824112.64
1816,2021,Sonoma County,Townhouse,25.7,543550.0
1817,2022,Sonoma County,All Residential,1066.0,1569000.0
1818,2022,Sonoma County,Condo/Co-op,71.0,889500.0
1819,2022,Sonoma County,Multi-Family (2-4 Unit),68.0,2107500.0
1820,2022,Sonoma County,Single Family Residential,899.0,1603000.0
1821,2022,Sonoma County,Townhouse,28.0,888000.0
1822,2013,Stanislaus County,All Residential,944.7,201895.0
1823,2013,Stanislaus County,Condo/Co-op,27.1,107565.0
1824,2013,Stanislaus County,Multi-Family (2-4 Unit),36.2,187147.5
1825,2013,Stanislaus County,Single Family Residential,880.9,206375.0
1826,2013,Stanislaus County,Townhouse,0.33,155583.33
1827,2014,Stanislaus County,All Residential,1248.27,237522.73
1828,2014,Stanislaus County,Condo/Co-op,32.82,128750.0
1829,2014,Stanislaus County,Multi-Family (2-4 Unit),53.18,224363.64
1830,2014,Stanislaus County,Single Family Residential,1159.18,241704.55
1831,2014,Stanislaus County,Townhouse,3.14,162492.86
1832,2015,Stanislaus County,All Residential,1318.36,264386.36
1833,2015,Stanislaus County,Condo/Co-op,33.64,144051.73
1834,2015,Stanislaus County,Multi-Family (2-4 Unit),56.45,235195.45
1835,2015,Stanislaus County,Single Family Residential,1227.45,267886.36
1836,2015,Stanislaus County,Townhouse,1.14,268642.86
1837,2016,Stanislaus County,All Residential,1197.27,287136.36
1838,2016,Stanislaus County,Condo/Co-op,38.27,169545.45
1839,2016,Stanislaus County,Multi-Family (2-4 Unit),53.18,266500.0
1840,2016,Stanislaus County,Single Family Residential,1104.91,291368.18
1841,2016,Stanislaus County,Townhouse,1.33,196666.67
1842,2017,Stanislaus County,All Residential,1033.36,310054.55
1843,2017,Stanislaus County,Condo/Co-op,35.36,187080.91
1844,2017,Stanislaus County,Multi-Family (2-4 Unit),43.45,299264.45
1845,2017,Stanislaus County,Single Family Residential,952.91,315613.64
1846,2017,Stanislaus County,Townhouse,1.5,268725.0
1847,2018,Stanislaus County,All Residential,1101.27,335750.0
1848,2018,Stanislaus County,Condo/Co-op,36.64,216340.91
1849,2018,Stanislaus County,Multi-Family (2-4 Unit),39.0,314840.91
1850,2018,Stanislaus County,Single Family Residential,1023.18,340431.82
1851,2018,Stanislaus County,Townhouse,2.83,262541.67
1852,2019,Stanislaus County,All Residential,1004.55,352500.0
1853,2019,Stanislaus County,Condo/Co-op,35.0,224954.55
1854,2019,Stanislaus County,Multi-Family (2-4 Unit),36.82,354590.91
1855,2019,Stanislaus County,Single Family Residential,929.0,356909.09
1856,2019,Stanislaus County,Townhouse,3.7,226225.0
1857,2020,Stanislaus County,All Residential,602.64,388096.27
1858,2020,Stanislaus County,Condo/Co-op,26.36,232818.18
1859,2020,Stanislaus County,Multi-Family (2-4 Unit),27.73,391772.73
1860,2020,Stanislaus County,Single Family Residential,547.73,392477.27
1861,2020,Stanislaus County,Townhouse,0.86,288246.43
1862,2021,Stanislaus County,All Residential,471.0,457943.18
1863,2021,Stanislaus County,Condo/Co-op,13.64,271500.0
